18:58:43 INFO  : Registering command handlers for SDK TCF services
15:57:58 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:57:58 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
15:58:00 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
15:58:55 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757163406654,  Project:1757161938108
15:58:55 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
15:59:00 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
15:59:00 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
15:59:02 INFO  : 
15:59:03 INFO  : Updating hardware inferred compiler options for port_game_mb.
15:59:03 INFO  : Clearing existing target manager status.
15:59:46 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:59:46 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
15:59:48 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
16:01:01 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
16:01:01 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
16:01:03 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
16:24:13 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
16:24:13 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
16:24:16 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
16:26:32 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
16:26:32 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
16:26:34 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
16:27:22 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
16:27:22 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
16:27:24 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
16:29:13 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
16:29:13 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
16:29:15 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
16:31:12 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
16:31:12 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
16:31:15 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
16:48:51 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
16:48:51 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
16:48:53 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
11:20:12 INFO  : Registering command handlers for SDK TCF services
11:20:13 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:20:17 INFO  : XSCT server has started successfully.
11:20:21 INFO  : Successfully done setting XSCT server connection channel  
11:20:21 INFO  : Successfully done setting SDK workspace  
11:20:21 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:20:21 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
13:43:47 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757241611283,  Project:1757163406654
13:43:47 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
13:43:49 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
13:43:49 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
13:43:55 INFO  : 
13:43:56 INFO  : Updating hardware inferred compiler options for port_game_mb.
13:43:56 INFO  : Clearing existing target manager status.
13:48:01 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
13:48:03 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
13:48:05 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
13:50:54 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
13:50:54 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
13:50:56 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
13:52:41 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
13:52:41 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
13:52:43 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
13:55:25 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
13:55:26 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
13:55:28 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
13:57:05 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
13:57:05 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
13:57:08 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
13:59:28 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
13:59:28 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
13:59:28 INFO  : 'fpga -state' command is executed.
13:59:28 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
13:59:28 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
13:59:28 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
13:59:28 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
13:59:28 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
13:59:28 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
13:59:28 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
13:59:28 INFO  : 'jtag frequency' command is executed.
13:59:28 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
13:59:31 ERROR : no targets found with "name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"". available targets:
  1* xc7a100t
     2  Legacy Debug Hub
13:59:31 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
----------------End of Script----------------

14:00:03 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:00:03 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
14:00:03 INFO  : 'fpga -state' command is executed.
14:00:03 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
14:00:03 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:00:03 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:00:03 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:00:03 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:00:03 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:00:03 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
14:00:03 INFO  : 'jtag frequency' command is executed.
14:00:03 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
14:00:06 ERROR : no targets found with "name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"". available targets:
  1* xc7a100t
     2  Legacy Debug Hub
14:00:06 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
----------------End of Script----------------

14:00:45 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:00:45 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
14:00:46 INFO  : 'fpga -state' command is executed.
14:00:46 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
14:00:46 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:00:46 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:00:46 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:00:46 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:00:46 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:00:46 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
14:00:46 INFO  : 'jtag frequency' command is executed.
14:00:46 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
14:00:49 ERROR : no targets found with "name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"". available targets:
  1* xc7a100t
     2  Legacy Debug Hub
14:00:49 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
----------------End of Script----------------

14:01:22 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:01:22 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
14:01:22 INFO  : 'fpga -state' command is executed.
14:01:22 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
14:01:22 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:01:22 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:01:22 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:01:22 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:01:22 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:01:22 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
14:01:22 INFO  : 'jtag frequency' command is executed.
14:01:22 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
14:01:25 ERROR : no targets found with "name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"". available targets:
  1* xc7a100t
     2  Legacy Debug Hub
14:01:25 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
----------------End of Script----------------

14:02:34 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:02:34 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
14:02:34 INFO  : 'fpga -state' command is executed.
14:02:34 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
14:02:34 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:02:34 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:02:34 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:02:34 INFO  : CPU Number not found for processor microblaze_0, defaulting to 0 
14:02:34 INFO  : Bscan info not found for microblaze  microblaze_0, defaulting to 2 
14:02:34 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
14:02:34 INFO  : 'jtag frequency' command is executed.
14:02:34 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
14:02:37 ERROR : no targets found with "name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"". available targets:
  1* xc7a100t
     2  Legacy Debug Hub
14:02:37 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
----------------End of Script----------------

14:08:03 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
14:08:10 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
14:08:10 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
14:08:13 INFO  : FPGA configured successfully with bitstream "F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper_hw_platform_0/download.bit"
15:40:13 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757244423438,  Project:1757241611283
15:40:13 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
15:40:25 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
15:40:26 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
15:40:28 INFO  : 
15:40:28 INFO  : Updating hardware inferred compiler options for port_game_mb.
15:40:28 INFO  : Clearing existing target manager status.
15:41:48 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
15:41:48 INFO  : 'fpga -state' command is executed.
15:41:48 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:41:48 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
15:41:48 INFO  : 'jtag frequency' command is executed.
15:41:48 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
15:41:48 INFO  : Context for processor 'microblaze_0' is selected.
15:41:48 INFO  : Processor reset is completed for 'microblaze_0'.
15:41:48 INFO  : Context for processor 'microblaze_0' is selected.
15:41:54 INFO  : The application 'F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf' is downloaded to processor 'microblaze_0'.
15:41:54 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
rst -processor
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
dow F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf
----------------End of Script----------------

15:41:54 INFO  : Memory regions updated for context MicroBlaze #0
15:41:54 INFO  : Memory regions updated for context MicroBlaze Debug Module at USER2
15:41:54 INFO  : Context for processor 'microblaze_0' is selected.
15:41:54 INFO  : 'con' command is executed.
15:41:54 INFO  : ----------------XSDB Script (After Launch)----------------
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
con
----------------End of Script----------------

15:41:54 INFO  : Launch script is exported to file 'F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\.sdk\launch_scripts\xilinx_c-c++_application_(system_debugger)\system_debugger_using_debug_port_game_mb.elf_on_local.tcl'
15:42:31 INFO  : Disconnected from the channel tcfchan#1.
15:42:33 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
15:42:33 INFO  : 'fpga -state' command is executed.
15:42:33 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:42:33 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
15:42:33 INFO  : 'jtag frequency' command is executed.
15:42:33 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
15:42:33 INFO  : Context for processor 'microblaze_0' is selected.
15:42:33 INFO  : Processor reset is completed for 'microblaze_0'.
15:42:33 INFO  : Context for processor 'microblaze_0' is selected.
15:42:39 INFO  : The application 'F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf' is downloaded to processor 'microblaze_0'.
15:42:39 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
rst -processor
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
dow F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf
----------------End of Script----------------

15:42:39 INFO  : Memory regions updated for context MicroBlaze #0
15:42:39 INFO  : Memory regions updated for context MicroBlaze Debug Module at USER2
15:42:39 INFO  : Context for processor 'microblaze_0' is selected.
15:42:39 INFO  : 'con' command is executed.
15:42:39 INFO  : ----------------XSDB Script (After Launch)----------------
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
con
----------------End of Script----------------

15:42:39 INFO  : Launch script is exported to file 'F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\.sdk\launch_scripts\xilinx_c-c++_application_(system_debugger)\system_debugger_using_debug_port_game_mb.elf_on_local.tcl'
15:44:17 INFO  : Disconnected from the channel tcfchan#2.
15:44:19 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA" && level==0} -index 0' command is executed.
15:44:19 INFO  : 'fpga -state' command is executed.
15:44:19 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:44:19 INFO  : Jtag cable 'Digilent Nexys A7 -100T 210292B40B2BA' is selected.
15:44:19 INFO  : 'jtag frequency' command is executed.
15:44:19 INFO  : 'configparams mdm-detect-bscan-mask 2' command is executed.
15:44:19 INFO  : Context for processor 'microblaze_0' is selected.
15:44:19 INFO  : Processor reset is completed for 'microblaze_0'.
15:44:19 INFO  : Context for processor 'microblaze_0' is selected.
15:44:25 INFO  : The application 'F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf' is downloaded to processor 'microblaze_0'.
15:44:25 INFO  : ----------------XSDB Script----------------
connect -url tcp:127.0.0.1:3121
configparams mdm-detect-bscan-mask 2
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
rst -processor
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
dow F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/port_game_mb/Debug/port_game_mb.elf
----------------End of Script----------------

15:44:25 INFO  : Memory regions updated for context MicroBlaze #0
15:44:25 INFO  : Memory regions updated for context MicroBlaze Debug Module at USER2
15:44:25 INFO  : Context for processor 'microblaze_0' is selected.
15:44:25 INFO  : 'con' command is executed.
15:44:25 INFO  : ----------------XSDB Script (After Launch)----------------
targets -set -nocase -filter {name =~ "microblaze*#0" && bscan=="USER2"  && jtag_cable_name =~ "Digilent Nexys A7 -100T 210292B40B2BA"} -index 0
con
----------------End of Script----------------

15:44:25 INFO  : Launch script is exported to file 'F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\.sdk\launch_scripts\xilinx_c-c++_application_(system_debugger)\system_debugger_using_debug_port_game_mb.elf_on_local.tcl'
15:49:31 ERROR : (XSDB Server)more than one targets found with "name =~ "MicroBlaze*"":
     2  MicroBlaze Debug Module at USER2
        3* MicroBlaze #0 (Running)

16:30:58 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757251535131,  Project:1757244423438
16:30:58 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
16:31:08 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
16:31:09 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
16:31:11 INFO  : 
16:31:12 INFO  : Updating hardware inferred compiler options for port_game_mb.
16:31:12 INFO  : Clearing existing target manager status.
16:57:24 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757253289494,  Project:1757251535131
16:57:24 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
16:57:25 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
16:57:26 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
16:57:28 INFO  : 
16:57:29 INFO  : Updating hardware inferred compiler options for port_game_mb.
16:57:29 INFO  : Clearing existing target manager status.
19:13:06 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757261502826,  Project:1757253289494
19:13:06 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
19:14:22 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
19:14:23 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
19:14:25 INFO  : 
19:14:26 INFO  : Updating hardware inferred compiler options for port_game_mb.
19:14:26 INFO  : Clearing existing target manager status.
20:25:05 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757265692388,  Project:1757261502826
20:25:05 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
20:25:15 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
20:25:16 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
20:25:17 INFO  : 
20:25:18 INFO  : Updating hardware inferred compiler options for port_game_mb.
20:25:18 INFO  : Clearing existing target manager status.
20:26:23 ERROR : (XSDB Server)Cannot stop MicroBlaze. Stalled on instruction fetch

20:32:42 ERROR : (XSDB Server)Cannot stop MicroBlaze. Stalled on instruction fetch

20:34:56 ERROR : (XSDB Server)Cannot stop MicroBlaze. Stalled on instruction fetch

22:00:24 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757267511677,  Project:1757265692388
22:00:24 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
22:00:34 INFO  : Copied contents of F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf into \design_1_wrapper_hw_platform_0\system.hdf.
22:00:35 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
22:00:37 INFO  : 
22:00:38 INFO  : Updating hardware inferred compiler options for port_game_mb.
22:00:38 INFO  : Clearing existing target manager status.
22:13:22 ERROR : (XSDB Server)Cannot stop MicroBlaze. Stalled on instruction fetch

22:19:59 INFO  : Disconnected from the channel tcfchan#3.
11:42:43 INFO  : Launching XSCT server: xsct.bat -interactive F:\vivado_project\nexys_port_game_mb\nexys_port_game_mb.sdk\temp_xsdb_launch_script.tcl
11:42:43 INFO  : Registering command handlers for SDK TCF services
11:42:49 INFO  : XSCT server has started successfully.
11:42:55 INFO  : Successfully done setting XSCT server connection channel  
11:42:55 INFO  : Successfully done setting SDK workspace  
11:42:55 INFO  : Processing command line option -hwspec F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf.
11:42:55 INFO  : Checking for hwspec changes in the project design_1_wrapper_hw_platform_0.
11:48:20 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1757321212523,  Project:1757267511677
11:48:20 INFO  : Project design_1_wrapper_hw_platform_0's source hardware specification located at F:/vivado_project/nexys_port_game_mb/nexys_port_game_mb.sdk/design_1_wrapper.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
